network,subset_name,eval_subset,seed,optimizer,layers,accuracy,precision,recall,f1,precision_w,recall_w,f1_w
EfficientNetV2B0,dried,comparison,6,AdamW,GlobalMaxPooling2D,0.5914396887159533,0.6043010752688172,0.6005365199365931,0.5898499840408554,0.6093970963558011,0.5914396887159533,0.5877634966547894
EfficientNetV2B0,dried,all,8,AdamW,GlobalMaxPooling2D,0.5888594164456233,0.595875960927114,0.5936564846705437,0.5876990594726555,0.5982914926338567,0.5888594164456233,0.5864806846510394
EfficientNetV2B0,dried,microscope,8,AdamW,GlobalMaxPooling2D,0.6518987341772152,0.6869868637110016,0.6460638127304794,0.6293136543957685,0.6850902080605267,0.6518987341772152,0.6316300728348911
EfficientNetV2B0,dried,phone,8,AdamW,GlobalMaxPooling2D,0.6060606060606061,0.5811044003451251,0.5819529206625981,0.5814634146341464,0.6082307109054306,0.6060606060606061,0.6070854890367086
EfficientNetV2B0,dried,fresh,8,AdamW,GlobalMaxPooling2D,0.625,0.6593122337188071,0.6532718489240229,0.6243478260869566,0.6827069385270845,0.625,0.621552795031056
EfficientNetV2B0,dried,dried,8,AdamW,GlobalMaxPooling2D,0.651685393258427,0.6486280487804879,0.6492346938775511,0.6488481608756522,0.6525589202521239,0.651685393258427,0.6520400473062737
EfficientNetV2B0,dried,comparison,8,AdamW,GlobalMaxPooling2D,0.6342412451361867,0.6481843399319127,0.6433056944275088,0.6329910063198834,0.6539256142595645,0.6342412451361867,0.6312406719770586
EfficientNetV2B0,dried,all,10,AdamW,GlobalMaxPooling2D,0.5862068965517241,0.6263631797962405,0.599443848455762,0.5681938325991189,0.6311819337855824,0.5862068965517241,0.5632811787938629
EfficientNetV2B0,dried,microscope,10,AdamW,GlobalMaxPooling2D,0.6392405063291139,0.7038690476190477,0.6317941317941318,0.6008509506714532,0.701118896925859,0.6392405063291139,0.6039847919496296
EfficientNetV2B0,dried,phone,10,AdamW,GlobalMaxPooling2D,0.5555555555555556,0.5594362745098039,0.5634263295553619,0.55,0.5917755991285403,0.5555555555555556,0.5626262626262626
EfficientNetV2B0,dried,fresh,10,AdamW,GlobalMaxPooling2D,0.5595238095238095,0.6425965047052046,0.6086956521739131,0.5469387755102041,0.6715753518615051,0.5595238095238095,0.5334548104956268
EfficientNetV2B0,dried,dried,10,AdamW,GlobalMaxPooling2D,0.6966292134831461,0.6933333333333334,0.6923469387755102,0.6927502876869965,0.6960299625468165,0.6966292134831461,0.6962413209035312
EfficientNetV2B0,dried,comparison,10,AdamW,GlobalMaxPooling2D,0.6070038910505836,0.6427612994350282,0.6232471649798805,0.5982199520160978,0.6505025940337225,0.6070038910505836,0.5933656699180925
EfficientNetV2B0,comparison,all,2,AdamW,GlobalMaxPooling2D,0.6472148541114059,0.6529510333271271,0.6391508102309299,0.635351441765754,0.6519035571225172,0.6472148541114059,0.6390151426372053
EfficientNetV2B0,comparison,microscope,2,AdamW,GlobalMaxPooling2D,0.740506329113924,0.7407051282051282,0.7408209074875742,0.7404959339822937,0.7411027263875365,0.740506329113924,0.7405375145088148
EfficientNetV2B0,comparison,phone,2,AdamW,GlobalMaxPooling2D,0.6262626262626263,0.5905797101449275,0.5817349607672189,0.5826592229691239,0.6134533743229396,0.6262626262626263,0.6167243817921726
EfficientNetV2B0,comparison,fresh,2,AdamW,GlobalMaxPooling2D,0.7559523809523809,0.7496956786366403,0.7402283706631533,0.7435114503816794,0.7539616120337362,0.7559523809523809,0.753598691384951
EfficientNetV2B0,comparison,dried,2,AdamW,GlobalMaxPooling2D,0.5842696629213483,0.5826592517694641,0.5834183673469387,0.5823715916296766,0.5874904852251167,0.5842696629213483,0.5852186985671841
EfficientNetV2B0,comparison,comparison,2,AdamW,GlobalMaxPooling2D,0.6964980544747081,0.6949415858811832,0.6912571637605169,0.6920169616519174,0.6957388015022571,0.6964980544747081,0.6950525406609047
EfficientNetV2B0,comparison,all,4,AdamW,GlobalMaxPooling2D,0.6047745358090185,0.6123077965183228,0.5936141381062616,0.5819994791085314,0.6112871611964171,0.6047745358090185,0.5874344358211476
EfficientNetV2B0,comparison,microscope,4,AdamW,GlobalMaxPooling2D,0.6518987341772152,0.6582674571805007,0.6540804874138207,0.650203276576903,0.6592472607194677,0.6518987341772152,0.6495867465404258
EfficientNetV2B0,comparison,phone,4,AdamW,GlobalMaxPooling2D,0.6262626262626263,0.5856164383561644,0.5708369659982563,0.5693121693121693,0.6072367510723675,0.6262626262626263,0.6088610977499866
EfficientNetV2B0,comparison,fresh,4,AdamW,GlobalMaxPooling2D,0.6369047619047619,0.6203580901856764,0.606280193236715,0.6060734191812416,0.6281143425539978,0.6369047619047619,0.6257529996430632
EfficientNetV2B0,comparison,dried,4,AdamW,GlobalMaxPooling2D,0.651685393258427,0.6584183673469388,0.6584183673469388,0.651685393258427,0.6651513414354505,0.651685393258427,0.651685393258427
EfficientNetV2B0,comparison,comparison,4,AdamW,GlobalMaxPooling2D,0.642023346303502,0.6418642951251647,0.631294964028777,0.6296365914786968,0.6419100495737274,0.642023346303502,0.6351710989536097
EfficientNetV2B0,comparison,all,6,AdamW,GlobalMaxPooling2D,0.5994694960212201,0.5975620188195039,0.596592513127435,0.5965628432727401,0.5984935774529002,0.5994694960212201,0.5984703341389301
EfficientNetV2B0,comparison,microscope,6,AdamW,GlobalMaxPooling2D,0.6645569620253164,0.668218085106383,0.6622574955908289,0.660628166160081,0.6677299353622408,0.6645569620253164,0.661552588716607
EfficientNetV2B0,comparison,phone,6,AdamW,GlobalMaxPooling2D,0.6161616161616161,0.5866071428571429,0.5845684394071491,0.5853174603174602,0.6120851370851371,0.6161616161616161,0.6138768638768638
EfficientNetV2B0,comparison,fresh,6,AdamW,GlobalMaxPooling2D,0.6488095238095238,0.6401667625071881,0.642731664470795,0.6408565527736512,0.6531309044606917,0.6488095238095238,0.6504001180166983
EfficientNetV2B0,comparison,dried,6,AdamW,GlobalMaxPooling2D,0.6404494382022472,0.636096256684492,0.6298469387755102,0.6299376299376299,0.6379619059063871,0.6404494382022472,0.6362447148964002
EfficientNetV2B0,comparison,comparison,6,AdamW,GlobalMaxPooling2D,0.6459143968871596,0.6460755813953488,0.6470552371661993,0.645377488665484,0.6494604560673242,0.6459143968871596,0.6465049959310026
EfficientNetV2B0,comparison,all,8,AdamW,GlobalMaxPooling2D,0.6021220159151194,0.6007180009045681,0.6005872056913782,0.600635593220339,0.6018973735134312,0.6021220159151194,0.6019927617677472
EfficientNetV2B0,comparison,microscope,8,AdamW,GlobalMaxPooling2D,0.6772151898734177,0.6870689655172414,0.6739618406285073,0.6702271332105587,0.6861305106940201,0.6772151898734177,0.671442447412795
EfficientNetV2B0,comparison,phone,8,AdamW,GlobalMaxPooling2D,0.6262626262626263,0.5961538461538461,0.5926329555361813,0.5937673283797271,0.6204351204351204,0.6262626262626263,0.6227809872037442
EfficientNetV2B0,comparison,fresh,8,AdamW,GlobalMaxPooling2D,0.6785714285714286,0.6723276723276723,0.6767676767676767,0.6729632299927901,0.6857071499928643,0.6785714285714286,0.6806107735091153
EfficientNetV2B0,comparison,dried,8,AdamW,GlobalMaxPooling2D,0.6179775280898876,0.6126644736842105,0.6048469387755102,0.6035115303983228,0.6145771732702543,0.6179775280898876,0.6111699997644454
EfficientNetV2B0,comparison,comparison,8,AdamW,GlobalMaxPooling2D,0.6575875486381323,0.6596286858390972,0.6604072674064139,0.6574578940991155,0.6635254023136665,0.6575875486381323,0.6580024431629862
EfficientNetV2B0,comparison,all,10,AdamW,GlobalMaxPooling2D,0.6180371352785146,0.6200171979608132,0.6103269154762577,0.6063348416289593,0.6196357179944988,0.6180371352785146,0.6101155826542002
EfficientNetV2B0,comparison,microscope,10,AdamW,GlobalMaxPooling2D,0.7278481012658228,0.7276957637997432,0.7275132275132274,0.7275752836922089,0.7277973221104629,0.7278481012658228,0.7277935377511
EfficientNetV2B0,comparison,phone,10,AdamW,GlobalMaxPooling2D,0.6161616161616161,0.5833333333333333,0.5791194420226679,0.5801339285714285,0.6082032445668808,0.6161616161616161,0.6111922799422799
EfficientNetV2B0,comparison,fresh,10,AdamW,GlobalMaxPooling2D,0.7202380952380952,0.7113511868533171,0.7033377250768555,0.7059765406814373,0.7174104425702112,0.7202380952380952,0.7175399632949437
EfficientNetV2B0,comparison,dried,10,AdamW,GlobalMaxPooling2D,0.6179775280898876,0.6124213836477987,0.6094387755102041,0.6096491228070176,0.6153628718818458,0.6179775280898876,0.6154149418490046
EfficientNetV2B0,comparison,comparison,10,AdamW,GlobalMaxPooling2D,0.6848249027237354,0.6825474586650336,0.6817461285209121,0.6820521436317261,0.6843188040440239,0.6848249027237354,0.6844783078372343
EfficientNetV2B0,all,all,2,AdamW,flatten_dense,0.713527851458886,0.7127197958026092,0.7117469369318503,0.7120509193776521,0.7132340130384217,0.713527851458886,0.7131996443297228
EfficientNetV2B0,all,microscope,2,AdamW,flatten_dense,0.759493670886076,0.7620908646800195,0.7580567580567581,0.7580983078162772,0.7615714259212308,0.759493670886076,0.7585634288395434
EfficientNetV2B0,all,phone,2,AdamW,flatten_dense,0.6868686868686869,0.6623188405797101,0.6464690496948562,0.6503361057308876,0.6780559215341824,0.6868686868686869,0.6788771847447933
EfficientNetV2B0,all,fresh,2,AdamW,flatten_dense,0.7619047619047619,0.7545782263878875,0.7584541062801933,0.7560621460723101,0.7645689566381707,0.7619047619047619,0.7628036258789853
EfficientNetV2B0,all,dried,2,AdamW,flatten_dense,0.6741573033707865,0.672649140546006,0.674234693877551,0.6726696258719087,0.6771736290203474,0.6741573033707865,0.6749011421202256
EfficientNetV2B0,all,comparison,2,AdamW,flatten_dense,0.7315175097276264,0.7297527706734868,0.730032922814291,0.7298816432847416,0.7317032717333254,0.7315175097276264,0.7315993030497708
EfficientNetV2B0,all,all,4,AdamW,flatten_dense,0.7453580901856764,0.7445655242504658,0.7445655242504658,0.7445655242504658,0.7453580901856764,0.7453580901856764,0.7453580901856764
EfficientNetV2B0,all,microscope,4,AdamW,flatten_dense,0.7974683544303798,0.8025258323765787,0.7957351290684624,0.7958656330749354,0.8016829193855455,0.7974683544303798,0.7963235534622053
EfficientNetV2B0,all,phone,4,AdamW,flatten_dense,0.696969696969697,0.6742424242424243,0.6654315605928509,0.6685267857142857,0.6914600550964187,0.696969696969697,0.6930465367965367
EfficientNetV2B0,all,fresh,4,AdamW,flatten_dense,0.7857142857142857,0.781396671881667,0.7896354852876593,0.7826336975273145,0.7943495133795233,0.7857142857142857,0.7872545798077714
EfficientNetV2B0,all,dried,4,AdamW,flatten_dense,0.7078651685393258,0.7073232323232324,0.7094387755102041,0.7069402228976698,0.712200658268074,0.7078651685393258,0.7086051250526508
EfficientNetV2B0,all,comparison,4,AdamW,flatten_dense,0.7587548638132295,0.7576400679117148,0.7590537739300085,0.7579302382109869,0.7602412583485827,0.7587548638132295,0.7590847140541267
EfficientNetV2B0,all,all,6,AdamW,flatten_dense,0.753315649867374,0.7552074317696613,0.7497318050928801,0.7505070127873963,0.7545340856688473,0.753315649867374,0.7519815472543845
EfficientNetV2B0,all,microscope,6,AdamW,flatten_dense,0.8291139240506329,0.8305878552971576,0.8282026615359949,0.8285576498010689,0.8301667320838648,0.8291139240506329,0.8288048828008753
EfficientNetV2B0,all,phone,6,AdamW,flatten_dense,0.7171717171717171,0.6975806451612903,0.6815605928509154,0.6864253393665158,0.7108178559791464,0.7171717171717171,0.7112208053384523
EfficientNetV2B0,all,fresh,6,AdamW,flatten_dense,0.8273809523809523,0.8211805555555556,0.8249890206411945,0.8228041462084015,0.8289310515873015,0.8273809523809523,0.8278894864001247
EfficientNetV2B0,all,dried,6,AdamW,flatten_dense,0.7078651685393258,0.7073232323232324,0.7094387755102041,0.7069402228976698,0.712200658268074,0.7078651685393258,0.7086051250526508
EfficientNetV2B0,all,comparison,6,AdamW,flatten_dense,0.7859922178988327,0.7846153846153847,0.7842336300451165,0.7844124151605277,0.7858724932654894,0.7859922178988327,0.7859204086834551
EfficientNetV2B0,all,all,8,AdamW,flatten_dense,0.7161803713527851,0.7154516550275365,0.7142594997459206,0.7146061056280731,0.7158888848226858,0.7161803713527851,0.7157868049216071
EfficientNetV2B0,all,microscope,8,AdamW,flatten_dense,0.759493670886076,0.7595180722891566,0.759018759018759,0.7591463414634146,0.7595058715876163,0.759493670886076,0.7593778944118555
EfficientNetV2B0,all,phone,8,AdamW,flatten_dense,0.6868686868686869,0.6665228645383952,0.6682650392327811,0.6673170731707316,0.6886378888104513,0.6868686868686869,0.687683337439435
EfficientNetV2B0,all,fresh,8,AdamW,flatten_dense,0.7619047619047619,0.7562437562437563,0.7628458498023716,0.7577505407354002,0.7683744826601969,0.7619047619047619,0.7634153877845298
EfficientNetV2B0,all,dried,8,AdamW,flatten_dense,0.6741573033707865,0.6747474747474748,0.676530612244898,0.6734977862112588,0.6800590171376688,0.6741573033707865,0.6749816998201963
EfficientNetV2B0,all,comparison,8,AdamW,flatten_dense,0.7315175097276264,0.7299161400097229,0.7306730886477258,0.730193990110308,0.7321580576147878,0.7315175097276264,0.7317380963305129
EfficientNetV2B0,all,all,10,AdamW,flatten_dense,0.7347480106100795,0.7350996221229817,0.731847439444413,0.7324419462896724,0.7349489314745952,0.7347480106100795,0.7338255848819167
EfficientNetV2B0,all,microscope,10,AdamW,flatten_dense,0.7974683544303798,0.7982272360999194,0.7966971300304634,0.7969477911646586,0.7979742755434062,0.7974683544303798,0.7972080727975192
EfficientNetV2B0,all,phone,10,AdamW,flatten_dense,0.7171717171717171,0.696969696969697,0.6870095902353966,0.690625,0.7122742577288032,0.7171717171717171,0.713510101010101
EfficientNetV2B0,all,fresh,10,AdamW,flatten_dense,0.8035714285714286,0.796875,0.8003952569169961,0.7983633387888707,0.8052455357142857,0.8035714285714286,0.8041501052139349
EfficientNetV2B0,all,dried,10,AdamW,flatten_dense,0.6966292134831461,0.6951466127401416,0.6969387755102041,0.6952441344324667,0.6995944149691551,0.6966292134831461,0.6973217530084858
EfficientNetV2B0,all,comparison,10,AdamW,flatten_dense,0.7665369649805448,0.7649676868674552,0.7649676868674552,0.7649676868674552,0.7665369649805448,0.7665369649805448,0.7665369649805448
EfficientNetV2B0,microscope,all,2,AdamW,flatten_dense,0.6286472148541115,0.6278388278388278,0.6280842414318785,0.6278905809362663,0.6291446837865936,0.6286472148541115,0.6288252463641926
EfficientNetV2B0,microscope,microscope,2,AdamW,flatten_dense,0.7658227848101266,0.7667958656330749,0.7648709315375982,0.7650604830607242,0.766517842540804,0.7658227848101266,0.7653992838382363
EfficientNetV2B0,microscope,phone,2,AdamW,flatten_dense,0.5656565656565656,0.6122767857142857,0.6096338273757629,0.5654792283352046,0.6524666305916306,0.5656565656565656,0.5632625118181921
EfficientNetV2B0,microscope,fresh,2,AdamW,flatten_dense,0.6845238095238095,0.7091176470588235,0.7081686429512517,0.6845126315416504,0.7321743697478992,0.6845238095238095,0.6841772920768776
EfficientNetV2B0,microscope,dried,2,AdamW,flatten_dense,0.7078651685393258,0.7048469387755103,0.7048469387755103,0.7048469387755103,0.7078651685393258,0.7078651685393258,0.7078651685393258
EfficientNetV2B0,microscope,comparison,2,AdamW,flatten_dense,0.688715953307393,0.701183800623053,0.6968662358248994,0.6881446426404563,0.7072727493120963,0.688715953307393,0.6870539586399406
EfficientNetV2B0,microscope,all,4,AdamW,flatten_dense,0.6445623342175066,0.6438211664065661,0.6404917847665292,0.6403081567555251,0.6440763225382014,0.6445623342175066,0.6424871256994669
EfficientNetV2B0,microscope,microscope,4,AdamW,flatten_dense,0.810126582278481,0.8100048100048101,0.8100048100048101,0.8100048100048101,0.810126582278481,0.810126582278481,0.810126582278481
EfficientNetV2B0,microscope,phone,4,AdamW,flatten_dense,0.5656565656565656,0.5777777777777777,0.5823888404533566,0.5628016842970114,0.6114478114478115,0.5656565656565656,0.5717231885456184
EfficientNetV2B0,microscope,fresh,4,AdamW,flatten_dense,0.7380952380952381,0.7415921668795231,0.7492314448836188,0.7367521367521368,0.7590768108009487,0.7380952380952381,0.74010989010989
EfficientNetV2B0,microscope,dried,4,AdamW,flatten_dense,0.6741573033707865,0.671239837398374,0.6719387755102041,0.6715031182385134,0.6749908650771901,0.6741573033707865,0.6744890765123206
EfficientNetV2B0,microscope,comparison,4,AdamW,flatten_dense,0.7159533073929961,0.7185792349726776,0.7194854286062675,0.7158844820014235,0.7228211179860092,0.7159533073929961,0.7162458153071795
EfficientNetV2B0,microscope,all,6,AdamW,flatten_dense,0.6392572944297082,0.6380172998643148,0.6378380667381853,0.6379096045197741,0.6390588952992453,0.6392572944297082,0.6391401040027573
EfficientNetV2B0,microscope,microscope,6,AdamW,flatten_dense,0.7721518987341772,0.7749552190197035,0.7707231040564374,0.7708299758259468,0.7743945549625983,0.7721518987341772,0.7712706167953569
EfficientNetV2B0,microscope,phone,6,AdamW,flatten_dense,0.5959595959595959,0.6408730158730158,0.6392763731473409,0.5959183673469388,0.6824595157928491,0.5959595959595959,0.5948876520305092
EfficientNetV2B0,microscope,fresh,6,AdamW,flatten_dense,0.7023809523809523,0.7255160298638559,0.7255160298638559,0.7023809523809523,0.7486511073467594,0.7023809523809523,0.7023809523809523
EfficientNetV2B0,microscope,dried,6,AdamW,flatten_dense,0.7078651685393258,0.7057127882599581,0.7002551020408163,0.7014963880288958,0.7068522837019763,0.7078651685393258,0.7059055437668859
EfficientNetV2B0,microscope,comparison,6,AdamW,flatten_dense,0.7042801556420234,0.7190789473684212,0.7131752225338374,0.7035215543412265,0.7256911734589393,0.7042801556420234,0.7022961214707084
EfficientNetV2B0,microscope,all,8,AdamW,flatten_dense,0.6578249336870027,0.6567090395480226,0.6566117102365762,0.6566557238165838,0.657727899414048,0.6578249336870027,0.6577717877838019
EfficientNetV2B0,microscope,microscope,8,AdamW,flatten_dense,0.8227848101265823,0.8236905721192587,0.8220298220298221,0.8223293172690763,0.8233886514550333,0.8227848101265823,0.8225570636978292
EfficientNetV2B0,microscope,phone,8,AdamW,flatten_dense,0.5353535353535354,0.6111670020120724,0.5963382737576286,0.5314814814814814,0.6552445989065708,0.5353535353535354,0.5207257762813319
EfficientNetV2B0,microscope,fresh,8,AdamW,flatten_dense,0.7261904761904762,0.7546918870991577,0.7523056653491436,0.7261516654854713,0.7798401908421118,0.7261904761904762,0.7255695049103978
EfficientNetV2B0,microscope,dried,8,AdamW,flatten_dense,0.6853932584269663,0.6836898395721925,0.6752551020408163,0.6761954261954262,0.6844198762242384,0.6853932584269663,0.6817141255343502
EfficientNetV2B0,microscope,comparison,8,AdamW,flatten_dense,0.7120622568093385,0.7314039096217314,0.7222899646384586,0.7107968369829684,0.7387889043319177,0.7120622568093385,0.7092336713150994
EfficientNetV2B0,microscope,all,10,AdamW,flatten_dense,0.623342175066313,0.6220318860244234,0.6218734120038394,0.6219350282485876,0.6231325288196107,0.623342175066313,0.6232198144734673
EfficientNetV2B0,microscope,microscope,10,AdamW,flatten_dense,0.7531645569620253,0.7540374677002584,0.7522045855379189,0.7523610497126553,0.7537880646321918,0.7531645569620253,0.7527181640457086
EfficientNetV2B0,microscope,phone,10,AdamW,flatten_dense,0.5353535353535354,0.5914179104477612,0.5854402789886661,0.5341653027823241,0.6314638926579226,0.5353535353535354,0.5282241399262676
EfficientNetV2B0,microscope,fresh,10,AdamW,flatten_dense,0.6726190476190477,0.7009803921568627,0.6980676328502415,0.672514619883041,0.7246148459383753,0.6726190476190477,0.6714703425229741
EfficientNetV2B0,microscope,dried,10,AdamW,flatten_dense,0.6629213483146067,0.6589267285861713,0.6571428571428571,0.6576923076923077,0.6616922345520112,0.6629213483146067,0.6619706136560068
EfficientNetV2B0,microscope,comparison,10,AdamW,flatten_dense,0.669260700389105,0.6837292609351433,0.6782404584806732,0.6682763123927535,0.6899300725977311,0.669260700389105,0.6667997303982264
EfficientNetV2B0,phone,all,2,AdamW,flatten_dense,0.596816976127321,0.6159594022216894,0.5819264863644062,0.5570191713048857,0.6139984707681201,0.596816976127321,0.564415223528524
EfficientNetV2B0,phone,microscope,2,AdamW,flatten_dense,0.5949367088607594,0.6362852833441068,0.601410934744268,0.5700680272108843,0.6383527120682743,0.5949367088607594,0.5674502712477395
EfficientNetV2B0,phone,phone,2,AdamW,flatten_dense,0.7171717171717171,0.6970982142857143,0.6924585876198779,0.6944444444444444,0.7144029581529581,0.7171717171717171,0.7154882154882156
EfficientNetV2B0,phone,fresh,2,AdamW,flatten_dense,0.6666666666666666,0.6547990155865464,0.6381203337725077,0.6396506817833614,0.6605414273995078,0.6666666666666666,0.6572698023594301
EfficientNetV2B0,phone,dried,2,AdamW,flatten_dense,0.5955056179775281,0.669467787114846,0.6234693877551021,0.5761904761904761,0.6836307556730558,0.5955056179775281,0.5670411985018727
EfficientNetV2B0,phone,comparison,2,AdamW,flatten_dense,0.642023346303502,0.6520454881110619,0.6255334715278624,0.6175595238095238,0.650114616753642,0.642023346303502,0.6254632203075783
EfficientNetV2B0,phone,all,4,AdamW,flatten_dense,0.6047745358090185,0.6233766233766234,0.5906498786065157,0.569440079714866,0.6213733216385736,0.6047745358090185,0.5763106683998401
EfficientNetV2B0,phone,microscope,4,AdamW,flatten_dense,0.6265822784810127,0.6697454844006567,0.6325957992624659,0.6073128606933738,0.6720786306665836,0.6265822784810127,0.6051106415176437
EfficientNetV2B0,phone,phone,4,AdamW,flatten_dense,0.7171717171717171,0.6979075850043592,0.6979075850043592,0.6979075850043592,0.7171717171717171,0.7171717171717171,0.7171717171717171
EfficientNetV2B0,phone,fresh,4,AdamW,flatten_dense,0.7023809523809523,0.6947707160096541,0.6772068511198946,0.6804625684723068,0.6987070451672223,0.7023809523809523,0.6954069211372924
EfficientNetV2B0,phone,dried,4,AdamW,flatten_dense,0.5842696629213483,0.6365384615384615,0.6086734693877551,0.5703848662752773,0.6480121002592912,0.5842696629213483,0.5625746681618623
EfficientNetV2B0,phone,comparison,4,AdamW,flatten_dense,0.6614785992217899,0.6711349736879534,0.6467199122058285,0.6419638424954763,0.6690866518314944,0.6614785992217899,0.6487940073496861
EfficientNetV2B0,phone,all,6,AdamW,flatten_dense,0.5755968169761273,0.584873387857817,0.5609367060019197,0.5353136940712436,0.5839041938851032,0.5755968169761273,0.542934825431627
EfficientNetV2B0,phone,microscope,6,AdamW,flatten_dense,0.5632911392405063,0.5956140350877193,0.5699054032387366,0.5349571300601459,0.5971907617144125,0.5632911392405063,0.5320510778365192
EfficientNetV2B0,phone,phone,6,AdamW,flatten_dense,0.696969696969697,0.6763295553618134,0.6763295553618134,0.6763295553618134,0.696969696969697,0.696969696969697,0.696969696969697
EfficientNetV2B0,phone,fresh,6,AdamW,flatten_dense,0.6666666666666666,0.6579919113768243,0.6315327184892402,0.6313479623824452,0.6615087040618955,0.6666666666666666,0.6517241379310345
EfficientNetV2B0,phone,dried,6,AdamW,flatten_dense,0.5168539325842697,0.5412763466042154,0.5359693877551021,0.5079079336505079,0.5479370049732915,0.5168539325842697,0.5011984344501865
EfficientNetV2B0,phone,comparison,6,AdamW,flatten_dense,0.6147859922178989,0.6182783882783883,0.5984331179124497,0.5893177085855407,0.6175929647524979,0.6147859922178989,0.5976744891524082
EfficientNetV2B0,phone,all,8,AdamW,flatten_dense,0.6127320954907162,0.6385559018620635,0.5978911410987522,0.5745052566481138,0.6359105363313401,0.6127320954907162,0.5816093594418718
EfficientNetV2B0,phone,microscope,8,AdamW,flatten_dense,0.620253164556962,0.6643735668125912,0.626422959756293,0.5994591853980058,0.666695693247098,0.620253164556962,0.5971487432692328
EfficientNetV2B0,phone,phone,8,AdamW,flatten_dense,0.696969696969697,0.6742424242424243,0.6654315605928509,0.6685267857142857,0.6914600550964187,0.696969696969697,0.6930465367965367
EfficientNetV2B0,phone,fresh,8,AdamW,flatten_dense,0.6726190476190477,0.6621352785145889,0.6431708388230127,0.6448202959830867,0.6670495452823039,0.6726190476190477,0.6625641800060406
EfficientNetV2B0,phone,dried,8,AdamW,flatten_dense,0.6067415730337079,0.6777476255088195,0.6336734693877552,0.5899697248914044,0.6919488360038418,0.6067415730337079,0.5815838008202528
EfficientNetV2B0,phone,comparison,8,AdamW,flatten_dense,0.6498054474708171,0.6615344853049772,0.633367881965614,0.625873447204969,0.6592747624194968,0.6498054474708171,0.6336053242139352
EfficientNetV2B0,phone,all,10,AdamW,flatten_dense,0.6180371352785146,0.6575231683860815,0.6017305629269945,0.5725354330708661,0.653837805296042,0.6180371352785146,0.5803040163746109
EfficientNetV2B0,phone,microscope,10,AdamW,flatten_dense,0.6139240506329114,0.7093406593406593,0.6221741221741222,0.57284049106945,0.7130824871331201,0.6139240506329114,0.5694867311050859
EfficientNetV2B0,phone,phone,10,AdamW,flatten_dense,0.7777777777777778,0.7633928571428572,0.7571926765475152,0.7599206349206349,0.7757936507936508,0.7777777777777778,0.7764550264550265
EfficientNetV2B0,phone,fresh,10,AdamW,flatten_dense,0.7142857142857143,0.7284424812752064,0.6741326306543698,0.6756234915526951,0.7235040741858487,0.7142857142857143,0.6956211929663256
EfficientNetV2B0,phone,dried,10,AdamW,flatten_dense,0.6067415730337079,0.6777476255088195,0.6336734693877552,0.5899697248914044,0.6919488360038418,0.6067415730337079,0.5815838008202528
EfficientNetV2B0,phone,comparison,10,AdamW,flatten_dense,0.6770428015564203,0.7110538373424972,0.657267406413852,0.6460936074195742,0.7056016865676299,0.6770428015564203,0.6546453584310711
EfficientNetV2B0,fresh,all,2,AdamW,flatten_dense,0.6392572944297082,0.6378975618112259,0.6363559369883123,0.6364719228587634,0.638532103699851,0.6392572944297082,0.6382444320402738
EfficientNetV2B0,fresh,microscope,2,AdamW,flatten_dense,0.759493670886076,0.7706608078418118,0.7567740901074234,0.7555772675460023,0.76942001484673,0.759493670886076,0.756360548214017
EfficientNetV2B0,fresh,phone,2,AdamW,flatten_dense,0.6868686868686869,0.6688559322033898,0.6737140366172625,0.6706021251475797,0.6925569251840438,0.6868686868686869,0.6890868543761106
EfficientNetV2B0,fresh,fresh,2,AdamW,flatten_dense,0.7916666666666666,0.7850776308223117,0.7902942468159859,0.7869488024928439,0.7949611845888442,0.7916666666666666,0.7926102395014312
EfficientNetV2B0,fresh,dried,2,AdamW,flatten_dense,0.6179775280898876,0.6172161172161172,0.5979591836734695,0.5906385281385281,0.6174013252664939,0.6179775280898876,0.6013363976847123
EfficientNetV2B0,fresh,comparison,2,AdamW,flatten_dense,0.7315175097276264,0.7352493917274938,0.7357944153152054,0.7315012491483079,0.7398593636096831,0.7315175097276264,0.7316719852311521
EfficientNetV2B0,fresh,all,4,AdamW,flatten_dense,0.649867374005305,0.6487604488720944,0.6467026141945684,0.6468233691023676,0.6492348453577561,0.649867374005305,0.6486497720441301
EfficientNetV2B0,fresh,microscope,4,AdamW,flatten_dense,0.7468354430379747,0.7603150145523028,0.7437870771204105,0.7418300653594772,0.7589670574008699,0.7468354430379747,0.7427401340282949
EfficientNetV2B0,fresh,phone,4,AdamW,flatten_dense,0.7070707070707071,0.6923558897243107,0.7007410636442895,0.6946069567067333,0.7168805853016379,0.7070707070707071,0.7101866446617005
EfficientNetV2B0,fresh,fresh,4,AdamW,flatten_dense,0.7797619047619048,0.7747863247863248,0.782389108476065,0.7762660619803476,0.7872252747252747,0.7797619047619048,0.7812601230968578
EfficientNetV2B0,fresh,dried,4,AdamW,flatten_dense,0.6404494382022472,0.6443833943833943,0.6206632653061225,0.6147186147186148,0.6434264861231153,0.6404494382022472,0.6247871978209057
EfficientNetV2B0,fresh,comparison,4,AdamW,flatten_dense,0.7315175097276264,0.7377415015896307,0.7370747469820753,0.7315012491483079,0.7429696547537142,0.7315175097276264,0.7313305130654637
EfficientNetV2B0,fresh,all,6,AdamW,flatten_dense,0.6657824933687002,0.6647015265436318,0.6632601208288633,0.6635073104386263,0.665255192478423,0.6657824933687002,0.665048563391257
